ensembl_gene_id	hgnc_symbol	TPM
ENSG00000213079	SCAF8	1268
ENSG00000173611	SCAI	1277
ENSG00000085365	SCAMP1	394
ENSG00000140497	SCAMP2	540
ENSG00000263290	SCAMP3	201
ENSG00000227500	SCAMP4	74
ENSG00000171222	SCAND1	622
ENSG00000176700	SCAND2P	18
ENSG00000114650	SCAP	712
ENSG00000140386	SCAPER	771
ENSG00000168077	SCARA3	347
ENSG00000073060	SCARB1	335
ENSG00000138760	SCARB2	652
ENSG00000276336	SCARF1	63
ENSG00000214279	SCART1	141
ENSG00000143653	SCCPDH	1555
ENSG00000099194	SCD	16
ENSG00000145284	SCD5	337
ENSG00000092108	SCFD1	1281
ENSG00000184178	SCFD2	76
ENSG00000104112	SCG3	81
ENSG00000164265	SCGB3A2	21
ENSG00000151967	SCHIP1	639
ENSG00000161929	SCIMP	29
ENSG00000006747	SCIN	33
ENSG00000151466	SCLT1	1155
ENSG00000132330	SCLY	397
ENSG00000010803	SCMH1	654
ENSG00000047634	SCML1	53
ENSG00000102098	SCML2	406
ENSG00000146285	SCML4	23
ENSG00000105711	SCN1B	5
ENSG00000153253	SCN3A	2
ENSG00000166257	SCN3B	0
ENSG00000007314	SCN4A	0
ENSG00000196876	SCN8A	0
ENSG00000169432	SCN9A	1994
ENSG00000163156	SCNM1	457
ENSG00000111319	SCNN1A	58
ENSG00000162572	SCNN1D	14
ENSG00000133028	SCO1	318
ENSG00000284194	SCO2	4
ENSG00000153130	SCOC	559
ENSG00000116171	SCP2	719
ENSG00000121064	SCPEP1	3
ENSG00000164106	SCRG1	43
ENSG00000274287	SCRIB	142
ENSG00000136193	SCRN1	727
ENSG00000141295	SCRN2	478
ENSG00000144306	SCRN3	119
ENSG00000159307	SCUBE1	14
ENSG00000175356	SCUBE2	53
ENSG00000146197	SCUBE3	116
ENSG00000142186	SCYL1	122
ENSG00000136021	SCYL2	340
ENSG00000000457	SCYL3	513
ENSG00000198301	SDAD1	1065
ENSG00000228451	SDAD1P1	283
ENSG00000124145	SDC4	37
ENSG00000137575	SDCBP	2384
ENSG00000276111	SDCCAG8	1096
ENSG00000143751	SDE2	959
ENSG00000132581	SDF2	375
ENSG00000128228	SDF2L1	83
ENSG00000078808	SDF4	244
ENSG00000073578	SDHA	316
ENSG00000205138	SDHAF1	25
ENSG00000167985	SDHAF2	275
ENSG00000196636	SDHAF3	278
ENSG00000154079	SDHAF4	43
ENSG00000185485	SDHAP1	298
ENSG00000185986	SDHAP3	33
ENSG00000117118	SDHB	399
ENSG00000143252	SDHC	403
ENSG00000204370	SDHD	475
ENSG00000146555	SDK1	0
ENSG00000069188	SDK2	3
ENSG00000100445	SDR39U1	1767
ENSG00000184860	SDR42E1	681
ENSG00000139410	SDSL	47
ENSG00000140612	SEC11A	408
ENSG00000166562	SEC11C	323
ENSG00000157020	SEC13	87
ENSG00000129657	SEC14L1	359
ENSG00000100003	SEC14L2	20
ENSG00000148396	SEC16A	791
ENSG00000120341	SEC16B	0
ENSG00000121542	SEC22A	45
ENSG00000265808	SEC22B	1786
ENSG00000093183	SEC22C	130
ENSG00000100934	SEC23A	516
ENSG00000101310	SEC23B	697
ENSG00000107651	SEC23IP	586
ENSG00000113615	SEC24A	4
ENSG00000138802	SEC24B	635
ENSG00000176986	SEC24C	126
ENSG00000150961	SEC24D	83
ENSG00000138674	SEC31A	1857
ENSG00000075826	SEC31B	180
ENSG00000058262	SEC61A1	660
ENSG00000065665	SEC61A2	233
ENSG00000106803	SEC61B	1217
ENSG00000132432	SEC61G	626
ENSG00000008952	SEC62	663
ENSG00000025796	SEC63	1619
ENSG00000187742	SECISBP2	1254
ENSG00000138593	SECISBP2L	306
ENSG00000085415	SEH1L	668
ENSG00000071537	SEL1L	293
ENSG00000091490	SEL1L3	1057
ENSG00000007908	SELE	0
ENSG00000188404	SELL	5356
ENSG00000174175	SELP	12
ENSG00000110876	SELPLG	0
ENSG00000075223	SEMA3C	51
ENSG00000001617	SEMA3F	0
ENSG00000010319	SEMA3G	1
ENSG00000196189	SEMA4A	556
ENSG00000185033	SEMA4B	145
ENSG00000168758	SEMA4C	34
ENSG00000187764	SEMA4D	806
ENSG00000135622	SEMA4F	125
ENSG00000112902	SEMA5A	6
ENSG00000092421	SEMA6A	87
ENSG00000167680	SEMA6B	7
ENSG00000143434	SEMA6C	1
ENSG00000138623	SEMA7A	26
ENSG00000079387	SENP1	262
ENSG00000163904	SENP2	454
ENSG00000277957	SENP3-EIF4A1	59
ENSG00000119231	SENP5	773
ENSG00000112701	SENP6	1801
ENSG00000138468	SENP7	1492
ENSG00000166192	SENP8	7
ENSG00000086475	SEPHS1	690
ENSG00000179918	SEPHS2	149
ENSG00000109618	SEPSECS	394
ENSG00000122335	SERAC1	23
ENSG00000142864	SERBP1	2378
ENSG00000275581	SERF1A	35
ENSG00000277429	SERF1B	63
ENSG00000140264	SERF2	5097
ENSG00000129158	SERGEF	136
ENSG00000111897	SERINC1	2213
ENSG00000168528	SERINC2	0
ENSG00000132824	SERINC3	2715
ENSG00000164300	SERINC5	34
ENSG00000120742	SERP1	2191
ENSG00000021355	SERPINB1	3237
ENSG00000124570	SERPINB6	1325
ENSG00000166401	SERPINB8	0
ENSG00000170542	SERPINB9	847
ENSG00000106366	SERPINE1	124
ENSG00000135919	SERPINE2	1337
ENSG00000132386	SERPINF1	25
ENSG00000167711	SERPINF2	0
ENSG00000149131	SERPING1	1657
ENSG00000149257	SERPINH1	169
ENSG00000163536	SERPINI1	2
ENSG00000114204	SERPINI2	0
ENSG00000197019	SERTAD1	148
ENSG00000179833	SERTAD2	383
ENSG00000167565	SERTAD3	0
ENSG00000080546	SESN1	556
ENSG00000130766	SESN2	62
ENSG00000149212	SESN3	670
ENSG00000187231	SESTD1	89
ENSG00000119335	SET	6811
ENSG00000152217	SETBP1	92
ENSG00000099381	SETD1A	419
ENSG00000139718	SETD1B	284
ENSG00000181555	SETD2	2048
ENSG00000183576	SETD3	303
ENSG00000185917	SETD4	212
ENSG00000168137	SETD5	1109
ENSG00000103037	SETD6	28
ENSG00000145391	SETD7	505
ENSG00000155542	SETD9	0
ENSG00000143379	SETDB1	924
ENSG00000136169	SETDB2	579
ENSG00000170364	SETMAR	209
ENSG00000107290	SETX	1244
ENSG00000063015	SEZ6	0
ENSG00000168066	SF1	3311
ENSG00000099995	SF3A1	1269
ENSG00000104897	SF3A2	81
ENSG00000183431	SF3A3	849
ENSG00000115524	SF3B1	6451
ENSG00000087365	SF3B2	843
ENSG00000189091	SF3B3	1115
ENSG00000143368	SF3B4	529
ENSG00000169976	SF3B5	1037
ENSG00000115128	SF3B6	919
ENSG00000198089	SFI1	308
ENSG00000163935	SFMBT1	0
ENSG00000198879	SFMBT2	4
ENSG00000116560	SFPQ	5386
ENSG00000156384	SFR1	331
ENSG00000061936	SFSWAP	394
ENSG00000198818	SFT2D1	383
ENSG00000213064	SFT2D2	2167
ENSG00000168878	SFTPB	16
ENSG00000164466	SFXN1	404
ENSG00000156398	SFXN2	149
ENSG00000107819	SFXN3	576
ENSG00000183605	SFXN4	10
ENSG00000144040	SFXN5	62
ENSG00000163069	SGCB	13
ENSG00000176476	SGF29	318
ENSG00000118473	SGIP1	198
ENSG00000118515	SGK1	18
ENSG00000104205	SGK3	1046
ENSG00000198964	SGMS1	866
ENSG00000164023	SGMS2	1
ENSG00000129810	SGO1	565
ENSG00000163535	SGO2	1040
ENSG00000166224	SGPL1	103
ENSG00000126821	SGPP1	0
ENSG00000163082	SGPP2	8
ENSG00000181523	SGSH	16
ENSG00000141258	SGSM2	234
ENSG00000100359	SGSM3	364
ENSG00000104969	SGTA	236
ENSG00000197860	SGTB	45
ENSG00000178188	SH2B1	176
ENSG00000111252	SH2B3	2344
ENSG00000183918	SH2D1A	0
ENSG00000027869	SH2D2A	0
ENSG00000125731	SH2D3A	68
ENSG00000095370	SH2D3C	739
ENSG00000104611	SH2D4A	0
ENSG00000185437	SH3BGR	0
ENSG00000131171	SH3BGRL	3328
ENSG00000198478	SH3BGRL2	276
ENSG00000142669	SH3BGRL3	1422
ENSG00000100092	SH3BP1	3
ENSG00000087266	SH3BP2	104
ENSG00000130147	SH3BP4	440
ENSG00000131370	SH3BP5	398
ENSG00000175137	SH3BP5L	0
ENSG00000109686	SH3D19	4
ENSG00000214193	SH3D21	60
ENSG00000141985	SH3GL1	206
ENSG00000140600	SH3GL3	2
ENSG00000097033	SH3GLB1	832
ENSG00000148341	SH3GLB2	297
ENSG00000147010	SH3KBP1	425
ENSG00000107957	SH3PXD2A	302
ENSG00000174705	SH3PXD2B	0
ENSG00000154447	SH3RF1	16
ENSG00000156463	SH3RF2	3
ENSG00000125089	SH3TC1	197
ENSG00000169247	SH3TC2	19
ENSG00000035115	SH3YL1	454
ENSG00000162105	SHANK2	100
ENSG00000179526	SHARPIN	220
ENSG00000107338	SHB	34
ENSG00000160691	SHC1	690
ENSG00000185634	SHC4	81
ENSG00000171241	SHCBP1	421
ENSG00000105251	SHD	0
ENSG00000169291	SHE	44
ENSG00000138606	SHF	54
ENSG00000164054	SHISA5	760
ENSG00000237515	SHISA9	281
ENSG00000160410	SHKBP1	346
ENSG00000176974	SHMT1	203
ENSG00000182199	SHMT2	249
ENSG00000108061	SHOC2	547
ENSG00000185960	SHOX	111
ENSG00000197417	SHPK	337
ENSG00000146414	SHPRH	1626
ENSG00000144736	SHQ1	359
ENSG00000158352	SHROOM4	116
ENSG00000187164	SHTN1	89
ENSG00000110013	SIAE	293
ENSG00000196470	SIAH1	825
ENSG00000181788	SIAH2	194
ENSG00000215475	SIAH3	885
ENSG00000072858	SIDT1	181
ENSG00000149577	SIDT2	199
ENSG00000185187	SIGIRR	42
ENSG00000142512	SIGLEC10	86
ENSG00000254415	SIGLEC14	48
ENSG00000171101	SIGLEC17P	0
ENSG00000105492	SIGLEC6	0
ENSG00000105366	SIGLEC8	9
ENSG00000147955	SIGMAR1	508
ENSG00000142178	SIK1	10
ENSG00000170145	SIK2	199
ENSG00000160584	SIK3	1741
ENSG00000052723	SIKE1	602
ENSG00000120725	SIL1	182
ENSG00000170085	SIMC1	198
ENSG00000169375	SIN3A	980
ENSG00000127511	SIN3B	103
ENSG00000213445	SIPA1	288
ENSG00000197555	SIPA1L1	181
ENSG00000116991	SIPA1L2	0
ENSG00000105738	SIPA1L3	100
ENSG00000198053	SIRPA	330
ENSG00000196209	SIRPB2	9
ENSG00000096717	SIRT1	309
ENSG00000068903	SIRT2	260
ENSG00000142082	SIRT3	290
ENSG00000124523	SIRT5	285
ENSG00000077463	SIRT6	0
ENSG00000187531	SIRT7	3
ENSG00000184990	SIVA1	1152
ENSG00000100625	SIX4	26
ENSG00000262634	SKA1	526
ENSG00000182628	SKA2	1009
ENSG00000165480	SKA3	272
ENSG00000141293	SKAP1	759
ENSG00000005020	SKAP2	1498
ENSG00000157933	SKI	150
ENSG00000180592	SKIDA1	106
ENSG00000136603	SKIL	619
ENSG00000242267	SKINT1L	590
ENSG00000223493	SKIV2L	6
ENSG00000113558	SKP1	2380
ENSG00000145604	SKP2	717
ENSG00000155926	SLA	825
ENSG00000101082	SLA2	19
ENSG00000139737	SLAIN1	290
ENSG00000109171	SLAIN2	6
ENSG00000162739	SLAMF6	0
ENSG00000026751	SLAMF7	18
ENSG00000158714	SLAMF8	0
ENSG00000163950	SLBP	499
ENSG00000100652	SLC10A1	0
ENSG00000126903	SLC10A3	406
ENSG00000253598	SLC10A5	0
ENSG00000120519	SLC10A7	589
ENSG00000018280	SLC11A1	80
ENSG00000110911	SLC11A2	609
ENSG00000064651	SLC12A2	464
ENSG00000124067	SLC12A4	42
ENSG00000140199	SLC12A6	537
ENSG00000113504	SLC12A7	380
ENSG00000146828	SLC12A9	83
ENSG00000164707	SLC13A4	2
ENSG00000141485	SLC13A5	66
ENSG00000141469	SLC14A1	2
ENSG00000132874	SLC14A2	12
ENSG00000088386	SLC15A1	11
ENSG00000163406	SLC15A2	260
ENSG00000110446	SLC15A3	0
ENSG00000139370	SLC15A4	163
ENSG00000155380	SLC16A1	54
ENSG00000112394	SLC16A10	20
ENSG00000163053	SLC16A14	19
ENSG00000141526	SLC16A3	53
ENSG00000168679	SLC16A4	8
ENSG00000170190	SLC16A5	21
ENSG00000118596	SLC16A7	650
ENSG00000165449	SLC16A9	258
ENSG00000119899	SLC17A5	151
ENSG00000101194	SLC17A9	248
ENSG00000146409	SLC18B1	392
ENSG00000173638	SLC19A1	289
ENSG00000117479	SLC19A2	361
ENSG00000110436	SLC1A2	17
ENSG00000115902	SLC1A4	24
ENSG00000105281	SLC1A5	36
ENSG00000105143	SLC1A6	115
ENSG00000144136	SLC20A1	307
ENSG00000168575	SLC20A2	162
ENSG00000163393	SLC22A15	0
ENSG00000004809	SLC22A16	44
ENSG00000092096	SLC22A17	147
ENSG00000110628	SLC22A18	0
ENSG00000196600	SLC22A25	16
ENSG00000197375	SLC22A5	172
ENSG00000170482	SLC23A1	49
ENSG00000089057	SLC23A2	1066
ENSG00000074621	SLC24A1	298
ENSG00000185052	SLC24A3	29
ENSG00000140090	SLC24A4	72
ENSG00000188467	SLC24A5	54
ENSG00000100075	SLC25A1	257
ENSG00000108528	SLC25A11	144
ENSG00000115840	SLC25A12	73
ENSG00000004864	SLC25A13	578
ENSG00000102078	SLC25A14	51
ENSG00000102743	SLC25A15	0
ENSG00000122912	SLC25A16	162
ENSG00000100372	SLC25A17	289
ENSG00000125454	SLC25A19	166
ENSG00000178537	SLC25A20	54
ENSG00000183032	SLC25A21	70
ENSG00000177542	SLC25A22	109
ENSG00000125648	SLC25A23	1
ENSG00000085491	SLC25A24	171
ENSG00000148339	SLC25A25	19
ENSG00000144741	SLC25A26	405
ENSG00000153291	SLC25A27	219
ENSG00000155287	SLC25A28	496
ENSG00000197119	SLC25A29	494
ENSG00000075415	SLC25A3	2378
ENSG00000174032	SLC25A30	225
ENSG00000164933	SLC25A32	496
ENSG00000171612	SLC25A33	186
ENSG00000162461	SLC25A34	17
ENSG00000125434	SLC25A35	47
ENSG00000114120	SLC25A36	1507
ENSG00000147454	SLC25A37	403
ENSG00000144659	SLC25A38	2
ENSG00000013306	SLC25A39	370
ENSG00000151729	SLC25A4	54
ENSG00000075303	SLC25A40	447
ENSG00000181035	SLC25A42	108
ENSG00000077713	SLC25A43	298
ENSG00000160785	SLC25A44	456
ENSG00000162241	SLC25A45	155
ENSG00000164209	SLC25A46	361
ENSG00000005022	SLC25A5	3263
ENSG00000122696	SLC25A51	13
ENSG00000269743	SLC25A53	77
ENSG00000169100	SLC25A6	2529
ENSG00000145217	SLC26A1	0
ENSG00000181045	SLC26A11	25
ENSG00000155850	SLC26A2	277
ENSG00000225697	SLC26A6	226
ENSG00000112053	SLC26A8	22
ENSG00000130304	SLC27A1	125
ENSG00000140284	SLC27A2	337
ENSG00000143554	SLC27A3	6
ENSG00000167114	SLC27A4	25
ENSG00000083807	SLC27A5	324
ENSG00000112759	SLC29A1	267
ENSG00000174669	SLC29A2	4
ENSG00000198246	SLC29A3	0
ENSG00000164638	SLC29A4	40
ENSG00000117394	SLC2A1	39
ENSG00000197496	SLC2A10	291
ENSG00000133460	SLC2A11	33
ENSG00000146411	SLC2A12	5
ENSG00000151229	SLC2A13	1
ENSG00000059804	SLC2A3	728
ENSG00000181856	SLC2A4	3
ENSG00000125520	SLC2A4RG	145
ENSG00000142583	SLC2A5	287
ENSG00000160326	SLC2A6	16
ENSG00000136856	SLC2A8	186
ENSG00000109667	SLC2A9	0
ENSG00000170385	SLC30A1	1
ENSG00000104154	SLC30A4	57
ENSG00000145740	SLC30A5	130
ENSG00000152683	SLC30A6	216
ENSG00000162695	SLC30A7	502
ENSG00000014824	SLC30A9	1361
ENSG00000136868	SLC31A1	277
ENSG00000136867	SLC31A2	64
ENSG00000169359	SLC33A1	38
ENSG00000164414	SLC35A1	333
ENSG00000102100	SLC35A2	2
ENSG00000117620	SLC35A3	391
ENSG00000176087	SLC35A4	440
ENSG00000138459	SLC35A5	203
ENSG00000121073	SLC35B1	159
ENSG00000157593	SLC35B2	417
ENSG00000124786	SLC35B3	15
ENSG00000205060	SLC35B4	155
ENSG00000181830	SLC35C1	5
ENSG00000080189	SLC35C2	269
ENSG00000116704	SLC35D1	413
ENSG00000130958	SLC35D2	233
ENSG00000127526	SLC35E1	179
ENSG00000189339	SLC35E2B	1059
ENSG00000175782	SLC35E3	656
ENSG00000110660	SLC35F2	2
ENSG00000115084	SLC35F5	425
ENSG00000213699	SLC35F6	375
ENSG00000176273	SLC35G1	0
ENSG00000168917	SLC35G2	95
ENSG00000123643	SLC36A1	55
ENSG00000186335	SLC36A2	38
ENSG00000180773	SLC36A4	248
ENSG00000160190	SLC37A1	471
ENSG00000134955	SLC37A2	78
ENSG00000157800	SLC37A3	411
ENSG00000137700	SLC37A4	276
ENSG00000111371	SLC38A1	751
ENSG00000157637	SLC38A10	696
ENSG00000134294	SLC38A2	3792
ENSG00000139209	SLC38A4	44
ENSG00000017483	SLC38A5	17
ENSG00000139974	SLC38A6	537
ENSG00000103042	SLC38A7	54
ENSG00000177058	SLC38A9	159
ENSG00000143570	SLC39A1	111
ENSG00000196950	SLC39A10	542
ENSG00000282291	SLC39A11	145
ENSG00000165915	SLC39A13	325
ENSG00000104635	SLC39A14	37
ENSG00000141873	SLC39A3	1708
ENSG00000147804	SLC39A4	110
ENSG00000141424	SLC39A6	79
ENSG00000138821	SLC39A8	1027
ENSG00000029364	SLC39A9	811
ENSG00000138079	SLC3A1	38
ENSG00000168003	SLC3A2	590
ENSG00000138449	SLC40A1	569
ENSG00000133065	SLC41A1	89
ENSG00000136052	SLC41A2	66
ENSG00000114544	SLC41A3	607
ENSG00000149150	SLC43A1	341
ENSG00000278550	SLC43A2	22
ENSG00000134802	SLC43A3	359
ENSG00000070214	SLC44A1	503
ENSG00000129353	SLC44A2	164
ENSG00000137968	SLC44A5	2
ENSG00000158715	SLC45A3	0
ENSG00000022567	SLC45A4	0
ENSG00000076351	SLC46A1	133
ENSG00000139508	SLC46A3	94
ENSG00000142494	SLC47A1	21
ENSG00000211584	SLC48A1	372
ENSG00000004939	SLC4A1	17
ENSG00000163798	SLC4A1AP	175
ENSG00000164889	SLC4A2	166
ENSG00000080493	SLC4A4	0
ENSG00000188687	SLC4A5	130
ENSG00000033867	SLC4A7	399
ENSG00000050438	SLC4A8	328
ENSG00000169241	SLC50A1	372
ENSG00000132517	SLC52A1	20
ENSG00000185803	SLC52A2	34
ENSG00000140675	SLC5A2	196
ENSG00000198743	SLC5A3	282
ENSG00000105641	SLC5A5	31
ENSG00000138074	SLC5A6	27
ENSG00000063127	SLC6A16	196
ENSG00000163817	SLC6A20	10
ENSG00000108576	SLC6A4	75
ENSG00000131389	SLC6A6	631
ENSG00000139514	SLC7A1	1434
ENSG00000151012	SLC7A11	16
ENSG00000013293	SLC7A14	28
ENSG00000103257	SLC7A5	127
ENSG00000103064	SLC7A6	1060
ENSG00000103061	SLC7A6OS	157
ENSG00000155465	SLC7A7	10
ENSG00000092068	SLC7A8	49
ENSG00000021488	SLC7A9	13
ENSG00000183023	SLC8A1	2
ENSG00000100678	SLC8A3	35
ENSG00000089060	SLC8B1	38
ENSG00000090020	SLC9A1	65
ENSG00000066230	SLC9A3	6
ENSG00000109062	SLC9A3R1	742
ENSG00000065054	SLC9A3R2	37
ENSG00000180251	SLC9A4	40
ENSG00000135740	SLC9A5	0
ENSG00000198689	SLC9A6	223
ENSG00000065923	SLC9A7	1069
ENSG00000197818	SLC9A8	120
ENSG00000181804	SLC9A9	182
ENSG00000164037	SLC9B1	0
ENSG00000164038	SLC9B2	181
ENSG00000084453	SLCO1A2	31
ENSG00000176463	SLCO3A1	304
ENSG00000101187	SLCO4A1	32
ENSG00000137571	SLCO5A1	15
ENSG00000133302	SLF1	860
ENSG00000119906	SLF2	1109
ENSG00000172716	SLFN11	615
ENSG00000172123	SLFN12	0
ENSG00000205045	SLFN12L	65
ENSG00000154760	SLFN13	2310
ENSG00000166750	SLFN5	23
ENSG00000119705	SLIRP	412
ENSG00000179542	SLITRK4	22
ENSG00000165300	SLITRK5	13
ENSG00000065613	SLK	700
ENSG00000163681	SLMAP	340
ENSG00000137776	SLTM	2499
ENSG00000164609	SLU7	919
ENSG00000132207	SLX1A	357
ENSG00000181625	SLX1B	150
ENSG00000188827	SLX4	16
ENSG00000149346	SLX4IP	63
ENSG00000170365	SMAD1	347
ENSG00000175387	SMAD2	1644
ENSG00000166949	SMAD3	445
ENSG00000141646	SMAD4	929
ENSG00000113658	SMAD5	887
ENSG00000101665	SMAD7	0
ENSG00000120693	SMAD9	60
ENSG00000170545	SMAGP	187
ENSG00000112305	SMAP1	443
ENSG00000084070	SMAP2	347
ENSG00000102038	SMARCA1	1
ENSG00000080503	SMARCA2	1562
ENSG00000127616	SMARCA4	1404
ENSG00000153147	SMARCA5	865
ENSG00000163104	SMARCAD1	1286
ENSG00000138375	SMARCAL1	159
ENSG00000099956	SMARCB1	654
ENSG00000173473	SMARCC1	1286
ENSG00000139613	SMARCC2	2122
ENSG00000066117	SMARCD1	278
ENSG00000108604	SMARCD2	388
ENSG00000082014	SMARCD3	58
ENSG00000073584	SMARCE1	2551
ENSG00000072501	SMC1A	2071
ENSG00000136824	SMC2	2032
ENSG00000108055	SMC3	2997
ENSG00000113810	SMC4	6463
ENSG00000198887	SMC5	1575
ENSG00000163029	SMC6	541
ENSG00000101596	SMCHD1	1957
ENSG00000166002	SMCO4	368
ENSG00000176994	SMCR8	237
ENSG00000272835	SMDT1	768
ENSG00000157106	SMG1	3132
ENSG00000237296	SMG1P1	770
ENSG00000180747	SMG1P3	909
ENSG00000185710	SMG1P4	252
ENSG00000183604	SMG1P5	326
ENSG00000261556	SMG1P7	17
ENSG00000198952	SMG5	106
ENSG00000070366	SMG6	338
ENSG00000116698	SMG7	508
ENSG00000167447	SMG8	386
ENSG00000105771	SMG9	60
ENSG00000235169	SMIM1	23
ENSG00000184785	SMIM10	370
ENSG00000262986	SMIM10L1	837
ENSG00000205670	SMIM11A	128
ENSG00000273590	SMIM11B	213
ENSG00000163866	SMIM12	113
ENSG00000224531	SMIM13	191
ENSG00000163683	SMIM14	466
ENSG00000188725	SMIM15	425
ENSG00000253457	SMIM18	50
ENSG00000176209	SMIM19	348
ENSG00000250317	SMIM20	607
ENSG00000095932	SMIM24	710
ENSG00000256235	SMIM3	434
ENSG00000168273	SMIM4	131
ENSG00000204323	SMIM5	0
ENSG00000259120	SMIM6	33
ENSG00000214046	SMIM7	627
ENSG00000111850	SMIM8	316
ENSG00000240204	SMKR1	0
ENSG00000275349	SMN1	118
ENSG00000273772	SMN2	194
ENSG00000119953	SMNDC1	548
ENSG00000128602	SMO	101
ENSG00000198732	SMOC1	15
ENSG00000088826	SMOX	28
ENSG00000166311	SMPD1	12
ENSG00000135587	SMPD2	46
ENSG00000103056	SMPD3	85
ENSG00000136699	SMPD4	336
ENSG00000130768	SMPDL3B	178
ENSG00000102172	SMS	1268
ENSG00000183963	SMTN	948
ENSG00000122692	SMU1	864
ENSG00000123415	SMUG1	5
ENSG00000198742	SMURF1	29
ENSG00000108854	SMURF2	331
ENSG00000143499	SMYD2	16
ENSG00000185420	SMYD3	214
ENSG00000186532	SMYD4	320
ENSG00000135632	SMYD5	44
ENSG00000124216	SNAI1	0
ENSG00000019549	SNAI2	2
ENSG00000185669	SNAI3	0
ENSG00000092531	SNAP23	909
ENSG00000099940	SNAP29	98
ENSG00000143740	SNAP47	373
ENSG00000023608	SNAPC1	434
ENSG00000104976	SNAPC2	133
ENSG00000164975	SNAPC3	875
ENSG00000165684	SNAPC4	34
ENSG00000174446	SNAPC5	281
ENSG00000143553	SNAPIN	363
ENSG00000145335	SNCA	174
ENSG00000197157	SND1	622
ENSG00000162804	SNED1	167
ENSG00000159210	SNF8	228
ENSG00000234912	SNHG20	25
ENSG00000163877	SNIP1	293
ENSG00000184602	SNN	30
ENSG00000163788	SNRK	1663
ENSG00000144028	SNRNP200	2882
ENSG00000161981	SNRNP25	482
ENSG00000124380	SNRNP27	513
ENSG00000184209	SNRNP35	274
ENSG00000060688	SNRNP40	302
ENSG00000168566	SNRNP48	366
ENSG00000104852	SNRNP70	98
ENSG00000077312	SNRPA	421
ENSG00000131876	SNRPA1	538
ENSG00000125835	SNRPB	1850
ENSG00000125870	SNRPB2	1143
ENSG00000124562	SNRPC	1051
ENSG00000167088	SNRPD1	1158
ENSG00000125743	SNRPD2	2095
ENSG00000100028	SNRPD3	590
ENSG00000182004	SNRPE	1871
ENSG00000139343	SNRPF	946
ENSG00000143977	SNRPG	1729
ENSG00000128739	SNRPN	426
ENSG00000101400	SNTA1	0
ENSG00000172164	SNTB1	1598
ENSG00000260873	SNTB2	414
ENSG00000100138	SNU13	1244
ENSG00000169371	SNUPN	305
ENSG00000273173	SNURF	6
ENSG00000100603	SNW1	784
ENSG00000028528	SNX1	612
ENSG00000086300	SNX10	721
ENSG00000002919	SNX11	44
ENSG00000147164	SNX12	53
ENSG00000071189	SNX13	809
ENSG00000135317	SNX14	955
ENSG00000110025	SNX15	238
ENSG00000104497	SNX16	469
ENSG00000115234	SNX17	702
ENSG00000178996	SNX18	103
ENSG00000120451	SNX19	532
ENSG00000205302	SNX2	1071
ENSG00000167208	SNX20	295
ENSG00000124104	SNX21	115
ENSG00000157734	SNX22	5
ENSG00000064652	SNX24	180
ENSG00000109762	SNX25	74
ENSG00000143376	SNX27	284
ENSG00000048471	SNX29	349
ENSG00000271699	SNX29P2	39
ENSG00000112335	SNX3	2801
ENSG00000148158	SNX30	5
ENSG00000172803	SNX32	0
ENSG00000173548	SNX33	58
ENSG00000114520	SNX4	379
ENSG00000089006	SNX5	1808
ENSG00000129515	SNX6	524
ENSG00000162627	SNX7	0
ENSG00000106266	SNX8	175
ENSG00000130340	SNX9	164
ENSG00000057252	SOAT1	199
ENSG00000167780	SOAT2	0
ENSG00000120833	SOCS2	2472
ENSG00000184557	SOCS3	501
ENSG00000180008	SOCS4	582
ENSG00000171150	SOCS5	271
ENSG00000170677	SOCS6	99
ENSG00000274211	SOCS7	405
ENSG00000142168	SOD1	2451
ENSG00000112096	SOD2	10906
ENSG00000149639	SOGA1	222
ENSG00000120669	SOHLH2	34
ENSG00000159140	SON	6561
ENSG00000095637	SORBS1	49
ENSG00000154556	SORBS2	0
ENSG00000120896	SORBS3	253
ENSG00000184985	SORCS2	0
ENSG00000140263	SORD	3
ENSG00000259479	SORD2P	2
ENSG00000137642	SORL1	4469
ENSG00000134243	SORT1	392
ENSG00000115904	SOS1	1393
ENSG00000100485	SOS2	958
ENSG00000198142	SOWAHC	7
ENSG00000177732	SOX12	89
ENSG00000143842	SOX13	115
ENSG00000203883	SOX18	39
ENSG00000124766	SOX4	1879
ENSG00000110693	SOX6	29
ENSG00000171056	SOX7	6
ENSG00000185591	SP1	1100
ENSG00000067066	SP100	1147
ENSG00000135899	SP110	457
ENSG00000185404	SP140L	845
ENSG00000167182	SP2	360
ENSG00000172845	SP3	1404
ENSG00000105866	SP4	489
ENSG00000064199	SPA17	7
ENSG00000165698	SPACA9	43
ENSG00000104450	SPAG1	292
ENSG00000144451	SPAG16	485
ENSG00000155761	SPAG17	50
ENSG00000076382	SPAG5	382
ENSG00000077327	SPAG6	6
ENSG00000091640	SPAG7	564
ENSG00000137098	SPAG8	0
ENSG00000008294	SPAG9	511
ENSG00000113140	SPARC	271
ENSG00000152583	SPARCL1	0
ENSG00000021574	SPAST	292
ENSG00000122432	SPATA1	0
ENSG00000182957	SPATA13	252
ENSG00000162814	SPATA17	24
ENSG00000158480	SPATA2	0
ENSG00000006282	SPATA20	306
ENSG00000187144	SPATA21	36
ENSG00000170469	SPATA24	1
